Year,Ranking,Income Concept,"NIPA Table 2.9, line Number",Quantile or Summary Metric,Value
2017,Equivalized Personal Income,Compensation of employees,23.0,30-40%,0.044
2017,Equivalized Personal Income,Compensation of employees,23.0,40-50%,0.059
2017,Equivalized Personal Income,Compensation of employees,23.0,50-60%,0.079
2017,Equivalized Personal Income,Compensation of employees,23.0,60-70%,0.105
2017,Equivalized Personal Income,Compensation of employees,23.0,70-80%,0.131
2017,Equivalized Personal Income,Compensation of employees,23.0,80-90%,0.174
2017,Equivalized Personal Income,Compensation of employees,23.0,90-100%,0.342
2017,Equivalized Personal Income,"Contributions for government social insurance, domestic",33.0,0-10%,0.009
2017,Equivalized Personal Income,"Contributions for government social insurance, domestic",33.0,10-20%,0.026
2017,Equivalized Personal Income,"Contributions for government social insurance, domestic",33.0,20-30%,0.034
2017,Equivalized Personal Income,"Contributions for government social insurance, domestic",33.0,30-40%,0.045
2017,Equivalized Personal Income,"Contributions for government social insurance, domestic",33.0,40-50%,0.060
2017,Equivalized Personal Income,"Contributions for government social insurance, domestic",33.0,50-60%,0.080
2017,Equivalized Personal Income,"Contributions for government social insurance, domestic",33.0,60-70%,0.109
2017,Equivalized Personal Income,"Contributions for government social insurance, domestic",33.0,70-80%,0.136
2017,Equivalized Personal Income,"Contributions for government social insurance, domestic",33.0,80-90%,0.182
2017,Equivalized Personal Income,"Contributions for government social insurance, domestic",33.0,90-100%,0.317
2017,Equivalized Personal Income,Disposable personal income,13.0,0-10%,0.020
2017,Equivalized Personal Income,Disposable personal income,13.0,0-20%,0.058
2017,Equivalized Personal Income,Disposable personal income,13.0,10-20%,0.039
2017,Equivalized Personal Income,Disposable personal income,13.0,20-30%,0.048
2017,Equivalized Personal Income,Disposable personal income,13.0,20-40%,0.104
2017,Equivalized Personal Income,Disposable personal income,13.0,30-40%,0.056
2017,Equivalized Personal Income,Disposable personal income,13.0,40-50%,0.067
2017,Equivalized Personal Income,Disposable personal income,13.0,40-60%,0.146
2017,Equivalized Personal Income,Disposable personal income,13.0,50-60%,0.079
2017,Equivalized Personal Income,Disposable personal income,13.0,60-70%,0.093
2017,Equivalized Personal Income,Disposable personal income,13.0,60-80%,0.204
2017,Equivalized Personal Income,Disposable personal income,13.0,70-80%,0.111
2017,Equivalized Personal Income,Disposable personal income,13.0,80-100%,0.489
2017,Equivalized Personal Income,Disposable personal income,13.0,80-90%,0.140
2017,Equivalized Personal Income,Disposable personal income,13.0,90-100%,0.348
2017,Equivalized Personal Income,Government social benefits,30.0,0-10%,0.068
2017,Equivalized Personal Income,Government social benefits,30.0,10-20%,0.107
2017,Equivalized Personal Income,Government social benefits,30.0,20-30%,0.123
2017,Equivalized Personal Income,Government social benefits,30.0,30-40%,0.127
2017,Equivalized Personal Income,Government social benefits,30.0,40-50%,0.125
2017,Equivalized Personal Income,Government social benefits,30.0,50-60%,0.115
2017,Equivalized Personal Income,Government social benefits,30.0,60-70%,0.094
2017,Equivalized Personal Income,Government social benefits,30.0,70-80%,0.091
2017,Equivalized Personal Income,Government social benefits,30.0,80-90%,0.078
2017,Equivalized Personal Income,Government social benefits,30.0,90-100%,0.074
2017,Equivalized Personal Income,Household current transfer receipts,29.0,0-10%,0.070
2017,Equivalized Personal Income,Household current transfer receipts,29.0,10-20%,0.105
2017,Equivalized Personal Income,Household current transfer receipts,29.0,20-30%,0.120
2017,Equivalized Personal Income,Household current transfer receipts,29.0,30-40%,0.124
2017,Equivalized Personal Income,Household current transfer receipts,29.0,40-50%,0.122
2017,Equivalized Personal Income,Household current transfer receipts,29.0,50-60%,0.114
2017,Equivalized Personal Income,Household current transfer receipts,29.0,60-70%,0.094
2017,Equivalized Personal Income,Household current transfer receipts,29.0,70-80%,0.092
2017,Equivalized Personal Income,Household current transfer receipts,29.0,80-90%,0.080
2017,Equivalized Personal Income,Household current transfer receipts,29.0,90-100%,0.079
2017,Equivalized Personal Income,Household current transfer receipts from business (net),31.0,0-10%,0.018
2017,Equivalized Personal Income,Household current transfer receipts from business (net),31.0,10-20%,0.034
2017,Equivalized Personal Income,Household current transfer receipts from business (net),31.0,20-30%,0.043
2017,Equivalized Personal Income,Household current transfer receipts from business (net),31.0,30-40%,0.051
2017,Equivalized Personal Income,Household current transfer receipts from business (net),31.0,40-50%,0.061
2017,Equivalized Personal Income,Household current transfer receipts from business (net),31.0,50-60%,0.074
2017,Equivalized Personal Income,Household current transfer receipts from business (net),31.0,60-70%,0.089
2017,Equivalized Personal Income,Household current transfer receipts from business (net),31.0,70-80%,0.108
2017,Equivalized Personal Income,Household current transfer receipts from business (net),31.0,80-90%,0.140
2017,Equivalized Personal Income,Household current transfer receipts from business (net),31.0,90-100%,0.382
2017,Equivalized Personal Income,Household current transfer receipts from nonprofit institutions,32.0,0-10%,0.152
2017,Equivalized Personal Income,Household current transfer receipts from nonprofit institutions,32.0,10-20%,0.075
2017,Equivalized Personal Income,Household current transfer receipts from nonprofit institutions,32.0,20-30%,0.069
2017,Equivalized Personal Income,Household current transfer receipts from nonprofit institutions,32.0,30-40%,0.067
2017,Equivalized Personal Income,Household current transfer receipts from nonprofit institutions,32.0,40-50%,0.072
2017,Equivalized Personal Income,Household current transfer receipts from nonprofit institutions,32.0,50-60%,0.080
2017,Equivalized Personal Income,Household current transfer receipts from nonprofit institutions,32.0,60-70%,0.105
2017,Equivalized Personal Income,Household current transfer receipts from nonprofit institutions,32.0,70-80%,0.115
2017,Equivalized Personal Income,Household current transfer receipts from nonprofit institutions,32.0,80-90%,0.134
2017,Equivalized Personal Income,Household current transfer receipts from nonprofit institutions,32.0,90-100%,0.132
2017,Equivalized Personal Income,Household dividend income,28.0,0-10%,0.002
2017,Equivalized Personal Income,Household dividend income,28.0,10-20%,0.004
2017,Equivalized Personal Income,Household dividend income,28.0,20-30%,0.007
2017,Equivalized Personal Income,Household dividend income,28.0,30-40%,0.012
2017,Equivalized Personal Income,Household dividend income,28.0,40-50%,0.020
2017,Equivalized Personal Income,Household dividend income,28.0,50-60%,0.030
2017,Equivalized Personal Income,Household dividend income,28.0,60-70%,0.043
2017,Equivalized Personal Income,Household dividend income,28.0,70-80%,0.066
2017,Equivalized Personal Income,Household dividend income,28.0,80-90%,0.105
2017,Equivalized Personal Income,Household dividend income,28.0,90-100%,0.711
2017,Equivalized Personal Income,Household income,22.0,0-10%,0.018
2017,Equivalized Personal Income,Household income,22.0,10-20%,0.035
2017,Equivalized Personal Income,Household income,22.0,20-30%,0.043
2017,Equivalized Personal Income,Household income,22.0,30-40%,0.052
2017,Equivalized Personal Income,Household income,22.0,40-50%,0.062
2017,Equivalized Personal Income,Household income,22.0,50-60%,0.074
2017,Equivalized Personal Income,Household income,22.0,60-70%,0.089
2017,Equivalized Personal Income,Household income,22.0,70-80%,0.108
2017,Equivalized Personal Income,Household income,22.0,80-90%,0.140
2017,Equivalized Personal Income,Household income,22.0,90-100%,0.380
2017,Equivalized Personal Income,Household income receipts on assets,26.0,0-10%,0.004
2017,Equivalized Personal Income,Household income receipts on assets,26.0,10-20%,0.007
2017,Equivalized Personal Income,Household income receipts on assets,26.0,20-30%,0.010
2017,Equivalized Personal Income,Household income receipts on assets,26.0,30-40%,0.017
2017,Equivalized Personal Income,Household income receipts on assets,26.0,40-50%,0.026
2017,Equivalized Personal Income,Household income receipts on assets,26.0,50-60%,0.040
2017,Equivalized Personal Income,Household income receipts on assets,26.0,60-70%,0.056
2017,Equivalized Personal Income,Household income receipts on assets,26.0,70-80%,0.079
2017,Equivalized Personal Income,Household income receipts on assets,26.0,80-90%,0.125
2017,Equivalized Personal Income,Household income receipts on assets,26.0,90-100%,0.636
2017,Equivalized Personal Income,Household interest income,27.0,0-10%,0.006
2017,Equivalized Personal Income,Household interest income,27.0,10-20%,0.009
2017,Equivalized Personal Income,Household interest income,27.0,20-30%,0.013
2017,Equivalized Personal Income,Household interest income,27.0,30-40%,0.021
2017,Equivalized Personal Income,Household interest income,27.0,40-50%,0.031
2017,Equivalized Personal Income,Household interest income,27.0,50-60%,0.047
2017,Equivalized Personal Income,Household interest income,27.0,60-70%,0.065
2017,Equivalized Personal Income,Household interest income,27.0,70-80%,0.089
2017,Equivalized Personal Income,Household interest income,27.0,80-90%,0.140
2017,Equivalized Personal Income,Household interest income,27.0,90-100%,0.578
2017,Equivalized Personal Income,Personal income,1.0,0-10%,0.017
2017,Equivalized Personal Income,Personal income,1.0,0-20%,0.052
2017,Equivalized Personal Income,Personal income,1.0,10-20%,0.035
2017,Equivalized Personal Income,Personal income,1.0,20-30%,0.043
2017,Equivalized Personal Income,Personal income,1.0,20-40%,0.094
2017,Equivalized Personal Income,Personal income,1.0,30-40%,0.051
2017,Equivalized Personal Income,Personal income,1.0,40-50%,0.062
2017,Equivalized Personal Income,Personal income,1.0,40-60%,0.135
2017,Equivalized Personal Income,Personal income,1.0,50-60%,0.074
2017,Equivalized Personal Income,Personal income,1.0,60-70%,0.089
2017,Equivalized Personal Income,Personal income,1.0,60-80%,0.197
2017,Equivalized Personal Income,Personal income,1.0,70-80%,0.108
2017,Equivalized Personal Income,Personal income,1.0,80-100%,0.522
2017,Equivalized Personal Income,Personal income,1.0,80-90%,0.140
2017,Equivalized Personal Income,Personal income,1.0,90-100%,0.382
2017,Equivalized Personal Income,Personal income,1.0,Bottom 5%,0.005
2017,Equivalized Personal Income,Personal income,1.0,Equivalized 50/10 Ratio,2.15
2017,Equivalized Personal Income,Personal income,1.0,Equivalized 80/20 Ratio,2.92
2017,Equivalized Personal Income,Personal income,1.0,Equivalized 90/10 Ratio,5.43
2017,Equivalized Personal Income,Personal income,1.0,Equivalized 90/50 Ratio,2.52
2017,Equivalized Personal Income,Personal income,1.0,Equivalized Gini,0.460
2017,Equivalized Personal Income,Personal income,1.0,Mean ($2017),130600.04
2017,Equivalized Personal Income,Personal income,1.0,Mean (Nominal),130600.04
2017,Equivalized Personal Income,Personal income,1.0,Median ($2017),85793.29
2017,Equivalized Personal Income,Personal income,1.0,Median (Nominal),85793.29
2017,Equivalized Personal Income,Personal income,1.0,Top 1%,0.156
2017,Equivalized Personal Income,Personal income,1.0,Top 5%,0.284
2017,Equivalized Personal Income,Proprietors' income with inventory valuation,24.0,0-10%,-0.001
2017,Equivalized Personal Income,Proprietors' income with inventory valuation,24.0,10-20%,0.003
2017,Equivalized Personal Income,Proprietors' income with inventory valuation,24.0,20-30%,0.005
2017,Equivalized Personal Income,Proprietors' income with inventory valuation,24.0,30-40%,0.008
2017,Equivalized Personal Income,Proprietors' income with inventory valuation,24.0,40-50%,0.014
2017,Equivalized Personal Income,Proprietors' income with inventory valuation,24.0,50-60%,0.022
2017,Equivalized Personal Income,Proprietors' income with inventory valuation,24.0,60-70%,0.033
2017,Equivalized Personal Income,Proprietors' income with inventory valuation,24.0,70-80%,0.048
2017,Equivalized Personal Income,Proprietors' income with inventory valuation,24.0,80-90%,0.084
2017,Equivalized Personal Income,Proprietors' income with inventory valuation,24.0,90-100%,0.786
2017,Equivalized Personal Income,Rental income of households with capital consumption adjustment,25.0,0-10%,0.017
2017,Equivalized Personal Income,Rental income of households with capital consumption adjustment,25.0,10-20%,0.040
2017,Equivalized Personal Income,Rental income of households with capital consumption adjustment,25.0,20-30%,0.054
2017,Equivalized Personal Income,Rental income of households with capital consumption adjustment,25.0,30-40%,0.066
2017,Equivalized Personal Income,Rental income of households with capital consumption adjustment,25.0,40-50%,0.074
2017,Equivalized Personal Income,Rental income of households with capital consumption adjustment,25.0,50-60%,0.085
2017,Equivalized Personal Income,Rental income of households with capital consumption adjustment,25.0,60-70%,0.097
2017,Equivalized Personal Income,Rental income of households with capital consumption adjustment,25.0,70-80%,0.114
2017,Equivalized Personal Income,Rental income of households with capital consumption adjustment,25.0,80-90%,0.128
2017,Equivalized Personal Income,Rental income of households with capital consumption adjustment,25.0,90-100%,0.325
2017,Equivalized Personal Income,Taxes,12.0,0-10%,0.002
2017,Equivalized Personal Income,Taxes,12.0,10-20%,0.006
2017,Equivalized Personal Income,Taxes,12.0,20-30%,0.009
2017,Equivalized Personal Income,Taxes,12.0,30-40%,0.016
2017,Equivalized Personal Income,Taxes,12.0,40-50%,0.025
2017,Equivalized Personal Income,Taxes,12.0,50-60%,0.038
2017,Equivalized Personal Income,Taxes,12.0,60-70%,0.060
2017,Equivalized Personal Income,Taxes,12.0,70-80%,0.087
2017,Equivalized Personal Income,Taxes,12.0,80-90%,0.138
2017,Equivalized Personal Income,Taxes,12.0,90-100%,0.619
2017,,Compensation of employees,23.0,Total ($Billions),10424
2017,,"Contributions for government social insurance, domestic",33.0,Total ($Billions),1299
2017,,Disposable personal income,13.0,Total ($Billions),14614
2017,,Government social benefits,30.0,Total ($Billions),2784
2017,,Household current transfer receipts,29.0,Total ($Billions),2919
2017,,Household current transfer receipts from business (net),31.0,Total ($Billions),29
2017,,Household current transfer receipts from nonprofit institutions,32.0,Total ($Billions),106
2017,,Household dividend income,28.0,Total ($Billions),1109
2017,,Household income,22.0,Total ($Billions),16662
2017,,Household income receipts on assets,26.0,Total ($Billions),2555
2017,,Household interest income,27.0,Total ($Billions),1446
2017,,Personal income,1.0,Total ($Billions),16663
2017,,Proprietors' income with inventory valuation,24.0,Total ($Billions),1429
2017,,Rental income of households with capital consumption adjustment,25.0,Total ($Billions),633
2017,,Taxes,12.0,Total ($Billions),2049
2017,,Unweighted Observations,,Total,67859
2017,,Weighted Observations,,Total,127586152
2018,Equivalized Disposable Personal Income,Compensation of employees,23.0,0-10%,0.010
2018,Equivalized Disposable Personal Income,Compensation of employees,23.0,10-20%,0.026
2018,Equivalized Disposable Personal Income,Compensation of employees,23.0,20-30%,0.035
2018,Equivalized Disposable Personal Income,Compensation of employees,23.0,30-40%,0.048
2018,Equivalized Disposable Personal Income,Compensation of employees,23.0,40-50%,0.062
2018,Equivalized Disposable Personal Income,Compensation of employees,23.0,50-60%,0.080
2018,Equivalized Disposable Personal Income,Compensation of employees,23.0,60-70%,0.100
2018,Equivalized Disposable Personal Income,Compensation of employees,23.0,70-80%,0.131
2018,Equivalized Disposable Personal Income,Compensation of employees,23.0,80-90%,0.176
2018,Equivalized Disposable Personal Income,Compensation of employees,23.0,90-100%,0.333
2018,Equivalized Disposable Personal Income,"Contributions for government social insurance, domestic",33.0,0-10%,0.010
2018,Equivalized Disposable Personal Income,"Contributions for government social insurance, domestic",33.0,10-20%,0.027
2018,Equivalized Disposable Personal Income,"Contributions for government social insurance, domestic",33.0,20-30%,0.036
2018,Equivalized Disposable Personal Income,"Contributions for government social insurance, domestic",33.0,30-40%,0.050
2018,Equivalized Disposable Personal Income,"Contributions for government social insurance, domestic",33.0,40-50%,0.063
2018,Equivalized Disposable Personal Income,"Contributions for government social insurance, domestic",33.0,50-60%,0.082
2018,Equivalized Disposable Personal Income,"Contributions for government social insurance, domestic",33.0,60-70%,0.103
2018,Equivalized Disposable Personal Income,"Contributions for government social insurance, domestic",33.0,70-80%,0.135
2018,Equivalized Disposable Personal Income,"Contributions for government social insurance, domestic",33.0,80-90%,0.182
2018,Equivalized Disposable Personal Income,"Contributions for government social insurance, domestic",33.0,90-100%,0.312
2018,Equivalized Disposable Personal Income,Disposable personal income,13.0,0-10%,0.019
2018,Equivalized Disposable Personal Income,Disposable personal income,13.0,0-20%,0.057
2018,Equivalized Disposable Personal Income,Disposable personal income,13.0,10-20%,0.038
2018,Equivalized Disposable Personal Income,Disposable personal income,13.0,20-30%,0.047
2018,Equivalized Disposable Personal Income,Disposable personal income,13.0,20-40%,0.104
2018,Equivalized Disposable Personal Income,Disposable personal income,13.0,30-40%,0.057
2018,Equivalized Disposable Personal Income,Disposable personal income,13.0,40-50%,0.066
2018,Equivalized Disposable Personal Income,Disposable personal income,13.0,40-60%,0.145
2018,Equivalized Disposable Personal Income,Disposable personal income,13.0,50-60%,0.078
2018,Equivalized Disposable Personal Income,Disposable personal income,13.0,60-70%,0.092
2018,Equivalized Disposable Personal Income,Disposable personal income,13.0,60-80%,0.202
2018,Equivalized Disposable Personal Income,Disposable personal income,13.0,70-80%,0.110
2018,Equivalized Disposable Personal Income,Disposable personal income,13.0,80-100%,0.492
2018,Equivalized Disposable Personal Income,Disposable personal income,13.0,80-90%,0.140
2018,Equivalized Disposable Personal Income,Disposable personal income,13.0,90-100%,0.352
2018,Equivalized Disposable Personal Income,Disposable personal income,13.0,Bottom 5%,0.006
2018,Equivalized Disposable Personal Income,Disposable personal income,13.0,Equivalized 50/10 Ratio,2.09
2018,Equivalized Disposable Personal Income,Disposable personal income,13.0,Equivalized 80/20 Ratio,2.68
2018,Equivalized Disposable Personal Income,Disposable personal income,13.0,Equivalized 90/10 Ratio,4.77
2018,Equivalized Disposable Personal Income,Disposable personal income,13.0,Equivalized 90/50 Ratio,2.29
2018,Equivalized Disposable Personal Income,Disposable personal income,13.0,Equivalized Gini,0.423
2018,Equivalized Disposable Personal Income,Disposable personal income,13.0,Mean ($2017),117692.65
2018,Equivalized Disposable Personal Income,Disposable personal income,13.0,Mean (Nominal),120101.81
2018,Equivalized Disposable Personal Income,Disposable personal income,13.0,Median ($2017),82905.22
2018,Equivalized Disposable Personal Income,Disposable personal income,13.0,Median (Nominal),84602.29
2018,Equivalized Disposable Personal Income,Disposable personal income,13.0,Top 1%,0.134
2018,Equivalized Disposable Personal Income,Disposable personal income,13.0,Top 5%,0.257
2018,Equivalized Disposable Personal Income,Government social benefits,30.0,0-10%,0.066
2018,Equivalized Disposable Personal Income,Government social benefits,30.0,10-20%,0.103
2018,Equivalized Disposable Personal Income,Government social benefits,30.0,20-30%,0.116
2018,Equivalized Disposable Personal Income,Government social benefits,30.0,30-40%,0.119
2018,Equivalized Disposable Personal Income,Government social benefits,30.0,40-50%,0.117
2018,Equivalized Disposable Personal Income,Government social benefits,30.0,50-60%,0.112
2018,Equivalized Disposable Personal Income,Government social benefits,30.0,60-70%,0.107
2018,Equivalized Disposable Personal Income,Government social benefits,30.0,70-80%,0.093
2018,Equivalized Disposable Personal Income,Government social benefits,30.0,80-90%,0.083
2018,Equivalized Disposable Personal Income,Government social benefits,30.0,90-100%,0.085
2018,Equivalized Disposable Personal Income,Household current transfer receipts,29.0,0-10%,0.071
2018,Equivalized Disposable Personal Income,Household current transfer receipts,29.0,10-20%,0.101
2018,Equivalized Disposable Personal Income,Household current transfer receipts,29.0,20-30%,0.114
2018,Equivalized Disposable Personal Income,Household current transfer receipts,29.0,30-40%,0.116
2018,Equivalized Disposable Personal Income,Household current transfer receipts,29.0,40-50%,0.115
2018,Equivalized Disposable Personal Income,Household current transfer receipts,29.0,50-60%,0.110
2018,Equivalized Disposable Personal Income,Household current transfer receipts,29.0,60-70%,0.106
2018,Equivalized Disposable Personal Income,Household current transfer receipts,29.0,70-80%,0.093
2018,Equivalized Disposable Personal Income,Household current transfer receipts,29.0,80-90%,0.085
2018,Equivalized Disposable Personal Income,Household current transfer receipts,29.0,90-100%,0.088
2018,Equivalized Disposable Personal Income,Household current transfer receipts from business (net),31.0,0-10%,0.019
2018,Equivalized Disposable Personal Income,Household current transfer receipts from business (net),31.0,10-20%,0.034
2018,Equivalized Disposable Personal Income,Household current transfer receipts from business (net),31.0,20-30%,0.043
2018,Equivalized Disposable Personal Income,Household current transfer receipts from business (net),31.0,30-40%,0.052
2018,Equivalized Disposable Personal Income,Household current transfer receipts from business (net),31.0,40-50%,0.061
2018,Equivalized Disposable Personal Income,Household current transfer receipts from business (net),31.0,50-60%,0.074
2018,Equivalized Disposable Personal Income,Household current transfer receipts from business (net),31.0,60-70%,0.087
2018,Equivalized Disposable Personal Income,Household current transfer receipts from business (net),31.0,70-80%,0.107
2018,Equivalized Disposable Personal Income,Household current transfer receipts from business (net),31.0,80-90%,0.139
2018,Equivalized Disposable Personal Income,Household current transfer receipts from business (net),31.0,90-100%,0.385
2018,Equivalized Disposable Personal Income,Household current transfer receipts from nonprofit institutions,32.0,0-10%,0.227
2018,Equivalized Disposable Personal Income,Household current transfer receipts from nonprofit institutions,32.0,10-20%,0.081
2018,Equivalized Disposable Personal Income,Household current transfer receipts from nonprofit institutions,32.0,20-30%,0.068
2018,Equivalized Disposable Personal Income,Household current transfer receipts from nonprofit institutions,32.0,30-40%,0.069
2018,Equivalized Disposable Personal Income,Household current transfer receipts from nonprofit institutions,32.0,40-50%,0.072
2018,Equivalized Disposable Personal Income,Household current transfer receipts from nonprofit institutions,32.0,50-60%,0.077
2018,Equivalized Disposable Personal Income,Household current transfer receipts from nonprofit institutions,32.0,60-70%,0.089
2018,Equivalized Disposable Personal Income,Household current transfer receipts from nonprofit institutions,32.0,70-80%,0.100
2018,Equivalized Disposable Personal Income,Household current transfer receipts from nonprofit institutions,32.0,80-90%,0.114
2018,Equivalized Disposable Personal Income,Household current transfer receipts from nonprofit institutions,32.0,90-100%,0.102
2018,Equivalized Disposable Personal Income,Household dividend income,28.0,0-10%,0.003
2018,Equivalized Disposable Personal Income,Household dividend income,28.0,10-20%,0.005
2018,Equivalized Disposable Personal Income,Household dividend income,28.0,20-30%,0.007
2018,Equivalized Disposable Personal Income,Household dividend income,28.0,30-40%,0.011
2018,Equivalized Disposable Personal Income,Household dividend income,28.0,40-50%,0.017
2018,Equivalized Disposable Personal Income,Household dividend income,28.0,50-60%,0.027
2018,Equivalized Disposable Personal Income,Household dividend income,28.0,60-70%,0.041
2018,Equivalized Disposable Personal Income,Household dividend income,28.0,70-80%,0.061
2018,Equivalized Disposable Personal Income,Household dividend income,28.0,80-90%,0.094
2018,Equivalized Disposable Personal Income,Household dividend income,28.0,90-100%,0.735
2018,Equivalized Disposable Personal Income,Household income,22.0,0-10%,0.019
2018,Equivalized Disposable Personal Income,Household income,22.0,10-20%,0.034
2018,Equivalized Disposable Personal Income,Household income,22.0,20-30%,0.043
2018,Equivalized Disposable Personal Income,Household income,22.0,30-40%,0.052
2018,Equivalized Disposable Personal Income,Household income,22.0,40-50%,0.062
2018,Equivalized Disposable Personal Income,Household income,22.0,50-60%,0.074
2018,Equivalized Disposable Personal Income,Household income,22.0,60-70%,0.087
2018,Equivalized Disposable Personal Income,Household income,22.0,70-80%,0.107
2018,Equivalized Disposable Personal Income,Household income,22.0,80-90%,0.138
2018,Equivalized Disposable Personal Income,Household income,22.0,90-100%,0.383
2018,Equivalized Disposable Personal Income,Household income receipts on assets,26.0,0-10%,0.006
2018,Equivalized Disposable Personal Income,Household income receipts on assets,26.0,10-20%,0.008
2018,Equivalized Disposable Personal Income,Household income receipts on assets,26.0,20-30%,0.012
2018,Equivalized Disposable Personal Income,Household income receipts on assets,26.0,30-40%,0.018
2018,Equivalized Disposable Personal Income,Household income receipts on assets,26.0,40-50%,0.027
2018,Equivalized Disposable Personal Income,Household income receipts on assets,26.0,50-60%,0.039
2018,Equivalized Disposable Personal Income,Household income receipts on assets,26.0,60-70%,0.052
2018,Equivalized Disposable Personal Income,Household income receipts on assets,26.0,70-80%,0.074
2018,Equivalized Disposable Personal Income,Household income receipts on assets,26.0,80-90%,0.105
2018,Equivalized Disposable Personal Income,Household income receipts on assets,26.0,90-100%,0.659
2018,Equivalized Disposable Personal Income,Household interest income,27.0,0-10%,0.008
2018,Equivalized Disposable Personal Income,Household interest income,27.0,10-20%,0.011
2018,Equivalized Disposable Personal Income,Household interest income,27.0,20-30%,0.016
2018,Equivalized Disposable Personal Income,Household interest income,27.0,30-40%,0.024
2018,Equivalized Disposable Personal Income,Household interest income,27.0,40-50%,0.035
2018,Equivalized Disposable Personal Income,Household interest income,27.0,50-60%,0.048
2018,Equivalized Disposable Personal Income,Household interest income,27.0,60-70%,0.061
2018,Equivalized Disposable Personal Income,Household interest income,27.0,70-80%,0.084
2018,Equivalized Disposable Personal Income,Household interest income,27.0,80-90%,0.114
2018,Equivalized Disposable Personal Income,Household interest income,27.0,90-100%,0.600
2018,Equivalized Disposable Personal Income,Personal income,1.0,0-10%,0.018
2018,Equivalized Disposable Personal Income,Personal income,1.0,0-20%,0.052
2018,Equivalized Disposable Personal Income,Personal income,1.0,10-20%,0.034
2018,Equivalized Disposable Personal Income,Personal income,1.0,20-30%,0.043
2018,Equivalized Disposable Personal Income,Personal income,1.0,20-40%,0.095
2018,Equivalized Disposable Personal Income,Personal income,1.0,30-40%,0.052
2018,Equivalized Disposable Personal Income,Personal income,1.0,40-50%,0.062
2018,Equivalized Disposable Personal Income,Personal income,1.0,40-60%,0.135
2018,Equivalized Disposable Personal Income,Personal income,1.0,50-60%,0.074
2018,Equivalized Disposable Personal Income,Personal income,1.0,60-70%,0.087
2018,Equivalized Disposable Personal Income,Personal income,1.0,60-80%,0.194
2018,Equivalized Disposable Personal Income,Personal income,1.0,70-80%,0.107
2018,Equivalized Disposable Personal Income,Personal income,1.0,80-100%,0.523
2018,Equivalized Disposable Personal Income,Personal income,1.0,80-90%,0.139
2018,Equivalized Disposable Personal Income,Personal income,1.0,90-100%,0.385
2018,Equivalized Disposable Personal Income,Proprietors' income with inventory valuation,24.0,0-10%,-0.000
2018,Equivalized Disposable Personal Income,Proprietors' income with inventory valuation,24.0,10-20%,0.002
2018,Equivalized Disposable Personal Income,Proprietors' income with inventory valuation,24.0,20-30%,0.004
2018,Equivalized Disposable Personal Income,Proprietors' income with inventory valuation,24.0,30-40%,0.007
2018,Equivalized Disposable Personal Income,Proprietors' income with inventory valuation,24.0,40-50%,0.012
2018,Equivalized Disposable Personal Income,Proprietors' income with inventory valuation,24.0,50-60%,0.019
2018,Equivalized Disposable Personal Income,Proprietors' income with inventory valuation,24.0,60-70%,0.031
2018,Equivalized Disposable Personal Income,Proprietors' income with inventory valuation,24.0,70-80%,0.047
2018,Equivalized Disposable Personal Income,Proprietors' income with inventory valuation,24.0,80-90%,0.078
2018,Equivalized Disposable Personal Income,Proprietors' income with inventory valuation,24.0,90-100%,0.799
2018,Equivalized Disposable Personal Income,Rental income of households with capital consumption adjustment,25.0,0-10%,0.017
2018,Equivalized Disposable Personal Income,Rental income of households with capital consumption adjustment,25.0,10-20%,0.040
2018,Equivalized Disposable Personal Income,Rental income of households with capital consumption adjustment,25.0,20-30%,0.056
2018,Equivalized Disposable Personal Income,Rental income of households with capital consumption adjustment,25.0,30-40%,0.065
2018,Equivalized Disposable Personal Income,Rental income of households with capital consumption adjustment,25.0,40-50%,0.075
2018,Equivalized Disposable Personal Income,Rental income of households with capital consumption adjustment,25.0,50-60%,0.084
2018,Equivalized Disposable Personal Income,Rental income of households with capital consumption adjustment,25.0,60-70%,0.096
2018,Equivalized Disposable Personal Income,Rental income of households with capital consumption adjustment,25.0,70-80%,0.108
2018,Equivalized Disposable Personal Income,Rental income of households with capital consumption adjustment,25.0,80-90%,0.129
2018,Equivalized Disposable Personal Income,Rental income of households with capital consumption adjustment,25.0,90-100%,0.330
2018,Equivalized Disposable Personal Income,Taxes,12.0,0-10%,0.005
2018,Equivalized Disposable Personal Income,Taxes,12.0,10-20%,0.007
2018,Equivalized Disposable Personal Income,Taxes,12.0,20-30%,0.011
2018,Equivalized Disposable Personal Income,Taxes,12.0,30-40%,0.017
2018,Equivalized Disposable Personal Income,Taxes,12.0,40-50%,0.025
2018,Equivalized Disposable Personal Income,Taxes,12.0,50-60%,0.038
2018,Equivalized Disposable Personal Income,Taxes,12.0,60-70%,0.054
2018,Equivalized Disposable Personal Income,Taxes,12.0,70-80%,0.082
2018,Equivalized Disposable Personal Income,Taxes,12.0,80-90%,0.129
2018,Equivalized Disposable Personal Income,Taxes,12.0,90-100%,0.630
2018,Equivalized Personal Income,Compensation of employees,23.0,0-10%,0.009
2018,Equivalized Personal Income,Compensation of employees,23.0,10-20%,0.023
2018,Equivalized Personal Income,Compensation of employees,23.0,20-30%,0.033
2018,Equivalized Personal Income,Compensation of employees,23.0,30-40%,0.047
